Tweet,Subjectivity,Label,Sentiment Polarity
I added a video to a @YouTube playlist https://t.co/Hay6GWVg8G Iceland vs Denmark - FIFA 18 World Cup,0.0,Negative,0.0
I added a video to a @YouTube playlist https://t.co/px9EOqitZm Germany vs Iceland - FIFA 18 World Cup,0.0,Negative,0.0
I added a video to a @YouTube playlist https://t.co/SQP5ENP7xE Iceland vs Portugal - FIFA 18 World Cup,0.0,Negative,0.0
I added a video to a @YouTube playlist https://t.co/z8pSjyT7P1 Spain vs Iceland - FIFA 18 World Cup,0.0,Negative,0.0
RT @Antonstotle: Hour long episode is now up where I attempt to answer the first part of probably the most asked question in the history of…,0.41111111111111115,Positive,0.2333333333333333
I added a video to a @YouTube playlist https://t.co/U7DJ3x1TMg Argentina vs Iceland - FIFA 18 World Cup,0.0,Negative,0.0
Iceland travel Travel World Cup: Will England be named the planet's best travel destination? -… https://t.co/fmN5zZ4WEv,0.3,Positive,1.0
"In terms ability, tactics and entertainment, international football is way behind compared to even top 5 european l… https://t.co/ru8Ezfa0ow",0.3,Positive,0.024999999999999994
#DidYouKnow that 0.1% of the male population of Iceland aged between 22 and 34 made their World Cup squad? That rea… https://t.co/oweZLU3M8c,0.25,Negative,-0.05
RT @MailSport: Sven-Goran Eriksson says World Cup quarter-final against Sweden will be like Iceland in 2016 https://t.co/P6L1aywsQN,0.0,Negative,0.0
RT @MirrorFootball: Sven Goran Eriksson warns England that Sweden will be 'more or less the same as Iceland in Euro 2016'  | @johncrossmirr…,0.23055555555555554,Positive,0.11111111111111112
RT @MailSport: Sven-Goran Eriksson says World Cup quarter-final against Sweden will be like Iceland in 2016 https://t.co/P6L1aywsQN,0.0,Negative,0.0
Sven-Goran Eriksson says World Cup quarter-final against Sweden will be like Iceland in 2016 https://t.co/P6L1aywsQN,0.0,Negative,0.0
"She’s got spirit (4th of July *and* World Cup, albeit for a team that didn’t make it out of the first round, bless… https://t.co/ocZncQft1R",0.3666666666666667,Positive,0.024999999999999994
RT @lcardismo: Iceland goalkeeper Halldorsson produced this video for the world cup and it’s amazing. https://t.co/MhHsMKTIwi,0.9,Positive,0.6000000000000001
Iceland Fans - FIFA World Cup 2018 RUSSIA : Viking Clap: https://t.co/ZBPEViwj3x via @YouTube,0.0,Negative,0.0
RT @MirrorFootball: Sven Goran Eriksson warns England that Sweden will be 'more or less the same as Iceland in Euro 2016'  | @johncrossmirr…,0.23055555555555554,Positive,0.11111111111111112
RT @MirrorFootball: Sven Goran Eriksson warns England that Sweden will be 'more or less the same as Iceland in Euro 2016'  | @johncrossmirr…,0.23055555555555554,Positive,0.11111111111111112
RT @MirrorFootball: Sven Goran Eriksson warns England that Sweden will be 'more or less the same as Iceland in Euro 2016'  | @johncrossmirr…,0.23055555555555554,Positive,0.11111111111111112
RT @MirrorFootball: Sven Goran Eriksson warns England that Sweden will be 'more or less the same as Iceland in Euro 2016'  | @johncrossmirr…,0.23055555555555554,Positive,0.11111111111111112
"Eriksson says World Cup quarter-final against Sweden will be like Iceland in 2016
.
Former England manager and Swed… https://t.co/TV4vjvypdW",0.0,Negative,0.0
"RT @spectatorindex: China

- Population: 1.38 billion
- Did not qualify for World Cup

India

- Population: 1.32 billion
- Did not qualify…",0.0,Negative,0.0
"After impressing at World Cup, Iceland goalie joins Qarabag https://t.co/0IQCcRkRH3 https://t.co/M55CwIwM8L",0.0,Negative,0.0
RT @MirrorFootball: Sven Goran Eriksson warns England that Sweden will be 'more or less the same as Iceland in Euro 2016'  | @johncrossmirr…,0.23055555555555554,Positive,0.11111111111111112
Everyone i know is getting over excited with the world cup and England's chances but a word of caution.........remember Iceland,0.75,Positive,0.375
Eriksson says quarter-final against Sweden will be like Iceland https://t.co/HaMxzivhtq via @MailSport,0.0,Negative,0.0
@Bluebirdant @swedense Remember when you lot fluked your way to the semis of the euros? You celebrated like you won… https://t.co/LQt8aR8YZu,0.75,Positive,0.35
@MessiElnino Messi played against iceland croatia Nigeria buh still suffered so stfu! World cup is world cup my friend,0.0,Negative,0.0
RT @MirrorFootball: Sven Goran Eriksson warns England that Sweden will be 'more or less the same as Iceland in Euro 2016'  | @johncrossmirr…,0.23055555555555554,Positive,0.11111111111111112
Sven Goran Eriksson warns England that Sweden will be 'more or less the same as Iceland in Euro 2016'  |… https://t.co/DkhYNihUzn,0.23055555555555554,Positive,0.11111111111111112
RT @drimansadri: Great article by @jeff_haden about #SerialAchievers • Such as the coach of #Iceland’s Soccer Team who is also a #Dentist •…,0.625,Positive,0.4
Great article by @jeff_haden about #SerialAchievers • Such as the coach of #Iceland’s Soccer Team who is also a… https://t.co/6qhNMryQ64,0.625,Positive,0.4
RT @Antonstotle: Hour long episode is now up where I attempt to answer the first part of probably the most asked question in the history of…,0.41111111111111115,Positive,0.2333333333333333
RT @maxbarilpods: The quarter final matchups in the Stoppage Time Best Fanbase of the World Cup Tournament. Get ready to vote. Twitter poll…,0.6,Positive,0.39999999999999997
The quarter final matchups in the Stoppage Time Best Fanbase of the World Cup Tournament. Get ready to vote. Twitte… https://t.co/fBhFDwc692,0.6,Positive,0.39999999999999997
