Tweet,Subjectivity,Label,Sentiment Polarity
RT @vnuek: Brazilian woman dies after falling onto a wine glass she was holding and severing her jugular while celebrating team's World Cup…,0.0,Negative,0.0
SERBIA vs BRAZIL 0 - 2 | 2018 FIFA World Cup Russia™ | FULL GOALS &amp; HIGHLIGHTS: https://t.co/6LkDCvUute via @YouTube,0.55,Positive,0.35
Brazilian woman dies after falling onto a wine glass she was holding and severing her jugular while celebrating tea… https://t.co/2lzL6Dtxc9,0.0,Negative,0.0
Back in the office today after a week at the World Cup. Apologies to #readingfc fans I couldn't find a new striker.… https://t.co/NWgefWuqfc,0.22727272727272727,Positive,0.06818181818181818
Why do soccer balls bend? https://t.co/yKBJQMVWpX #physics #sports,0.0,Negative,0.0
FULL GAME - United States v Serbia - FIBA U17 Basketball World Cup 2018 - YouTube https://t.co/ZO6uwQpg3i みるー,0.47500000000000003,Negative,-0.025000000000000022
@Nilsakos @GhassenEfta albanians are mocking us bc the these two albanian players play for switzerland and they sco… https://t.co/hMmR7XYcwX,0.0,Negative,0.0
#USA beat #Serbia to top Group B at FIBA Under-17 World Cup https://t.co/VgA7hS1q44 #basketball,0.5,Positive,0.5
"2010/11 @FSSrbije away #footballshirt by @nikefootball 
https://t.co/WQ4V9136TJ
#serbia #Srbija #Srb #orlovi… https://t.co/AqoiGCZrNz",0.0,Negative,0.0
"RT @mjshrimper: @arturpetrosyan You’re right, Artur, that this evening is sad, embarrassing &amp; disappointing. But your comment about their b…",0.7452380952380953,Negative,-0.2714285714285714
"@arturpetrosyan You’re right, Artur, that this evening is sad, embarrassing &amp; disappointing. But your comment about… https://t.co/JOlk9srRE0",0.7452380952380953,Negative,-0.2714285714285714
PES 2018 Serbia World Cup 2018 MiniFaces by Cesc https://t.co/tmVtfM7UdW,0.0,Negative,0.0
USA beat Serbia to cruise into round of 16 in FIBA under-17 World Cup https://t.co/0AiNnOzU9x,0.4,Negative,-0.2
