Tweet,Subjectivity,Label,Sentiment Polarity
"RT @Bet9jaOfficial: The quarter final line up is complete! 

France v Uruguay 
Russia v Croatia 
Brazil v Belgium 
Sweden v England 

Who i…",0.7,Positive,0.0625
"If Ronaldo Can’t Beat Uruguay, the Least He Can Do Is Pay Taxes https://t.co/VG3w5yfjMc https://t.co/npJGza6wAp",0.4,Negative,-0.3
"RT @AFPphoto: World Cup Fans Show their Colors during the 2018 FIFA #WorldCup in Russia.
Quarter final Uruguay - France on Friday 6th of Ju…",1.0,Negative,0.0
"@WilliamHill #yourodds england , uruguay , russia or  sweden to win the world cup",0.4,Positive,0.8
"RT @cesarelias95: Uruguay 🇺🇾 winning the World Cup , if im wrong I’ll send 20$ to everyone that retweet’s this.",0.825,Negative,0.0
World Cup 1930 in Uruguay - World Cup Brazil 2014 Guide -  https://t.co/FWpfdEwacA via @worldcupbr14,0.0,Negative,0.0
RT @Florde_Loto_: brazil and uruguay are the only latin american countries left in the world cup https://t.co/iA2V1aymaR,0.3333333333333333,Negative,0.0
"No real stand out teams in the world cup quarters.
Uruguay: Decent team.
France: Amazing attack, wank defense.
Braz… https://t.co/GlgOotTQD8",0.6222222222222222,Positive,0.22222222222222224
RT @diegof_fajardo: @AnaFigueroa28 @fifaworldcup_es Uruguay or Brazil will win this World Cup,0.4,Positive,0.8
I liked a @YouTube video https://t.co/bYaBVgESSU Uruguay v France - World Cup Quarter-Final Match Preview - Russia 2018 World Cup,0.8,Positive,0.6
Facts about the world cup quarter-finalist 2018 #WorldCup2018  #Worldcup #FootballWorldCup2018  #england #France… https://t.co/5bUs0tQrrJ,0.0,Negative,0.0
"@iain_neill They are from our site mate, you can find the stats at the bottom of the World Cup previews https://t.co/Wp01lMt1WV

18+",0.0,Negative,0.0
"RT @goal: Adil Rami doesn't see much chance of Cavani returning to face France #WorldCup

https://t.co/8K9UfeluDb",0.2,Positive,0.2
"@dannykellywords You must admit though, Danny, that England have so far enjoyed the jammiest draw in the entire his… https://t.co/70zJkAO6ba",0.775,Positive,0.19999999999999998
@KyleMcGinley @England I’m calling a Croatia and Uruguay World Cup,0.0,Negative,0.0
"World Cup Power Rankings, Round of 16

1. Brazil
2. France
3. Uruguay 
4. Croatia
5. Belgium
6. England 
7. Russia… https://t.co/6wR6eLXGKf",0.4,Negative,-0.2
RT @sergyr_: Fuck anyone who thinks the World Cup is staying in Europe VAMOS BRASIL Y URUGUAY,0.6,Negative,-0.4
"World Cup Quarter Finalists in their FIFA ranking order

2 Brazil 
3 Belgium
7 France
12 England
14 Uruguay
20 Croatia
24 Sweden
70 Russia",0.0,Negative,0.0
"RT @Bet9jaOfficial: The quarter final line up is complete! 

France v Uruguay 
Russia v Croatia 
Brazil v Belgium 
Sweden v England 

Who i…",0.7,Positive,0.0625
The father of Lucas Torreira says his son will be fully prepared for life in England as he prepares to move to Arse… https://t.co/gSGIXqT0Q9,0.0,Negative,0.0
Uruguay Vs. France World Cup 2018 Quarter-Final: 5 Things To Know https://t.co/fmEBXGofgo via @SportsMoneyBlog,0.0,Negative,0.0
"RT @AFPphoto: World Cup Fans Show their Colors during the 2018 FIFA #WorldCup in Russia.
Quarter final Uruguay - France on Friday 6th of Ju…",1.0,Negative,0.0
New post (World Cup 2018: England are a tasty 18/1 to beat Uruguay in the final and make sure football really does… https://t.co/ieo5jP6GtW,0.6358585858585859,Positive,0.2090909090909091
I hope Uruguay wins the World cup,0.2,Positive,0.3
"RT @GoalUK: Adil Rami doesn't see much chance of Cavani returning to face France #WorldCup

https://t.co/ZXkgmmet5y",0.2,Positive,0.2
"RT @goal: Adil Rami doesn't see much chance of Cavani returning to face France #WorldCup

https://t.co/8K9UfeluDb",0.2,Positive,0.2
